Wavetable (C) Fujifilm Dimatix Inc. 2016,,,,,,,,,,,,,,,,
Format Revision,8,,,,,,,,,,,,,,,
Waveform Class,J_5,,,,,,,,,,,,,,,
Multibit Depth,2,,,,,,,,,,,,,,,
Section Count,4,,,,,,,,,,,,,,,
Maximum Frequency,19.9,,,,,,,,,,,,,,,
Waveform ID,3P_2bit_FFIC_TX130-K117;Editor Saved: 1/7/2016 3:15:15 PM,,,,,,,,,,,,,,,
Comment,Dimatix Waveform Editor=2.5.0;Configuration=Samba 3.0LV;DataCRC=1278559553,,,,,,,,,,,,,,,
Sample Clock Period [in ns],64,,,,,,,,,,,,,,,
Maximum Sample Voltage,32,,,,,,,,,,,,,,,
70,0,0,0,0,0,0,,,,,,,,,,
71,0,0,0,0,0,0,,,,,,,,,,
72,0,0,0,0,0,0,,,,,,,,,,
73,0,0,0,0,0,0,,,,,,,,,,
74,0,0,0,0,0,0,,,,,,,,,,
75,0,0,0,0,0,0,,,,,,,,,,
76,0,0,0,0,0,0,,,,,,,,,,
77,25,0,0,0,0,0,,,,,,,,,,
78,50,0,0,0,0,0,,,,,,,,,,
79,75,0,0,0,0,0,,,,,,,,,,
80,100,0,0,0,0,0,,,,,,,,,,
81,108,0,0,0,0,0,,,,,,,,,,
82,108,0,0,0,0,0,,,,,,,,,,
83,108,0,0,0,0,0,,,,,,,,,,
84,108,0,0,0,0,0,,,,,,,,,,
85,108,0,0,0,0,0,,,,,,,,,,
86,108,0,0,0,0,0,,,,,,,,,,
87,108,0,0,0,0,0,,,,,,,,,,
88,108,0,0,0,0,0,,,,,,,,,,
89,108,0,0,0,0,0,,,,,,,,,,
90,108,0,0,0,0,0,,,,,,,,,,
91,108,0,0,0,0,0,,,,,,,,,,
92,108,0,0,0,0,0,,,,,,,,,,
93,108,0,0,0,0,0,,,,,,,,,,
94,108,0,0,0,0,0,,,,,,,,,,
95,108,0,0,0,0,0,,,,,,,,,,
96,108,0,0,0,0,0,,,,,,,,,,
97,108,0,0,0,0,0,,,,,,,,,,
98,108,0,0,0,0,0,,,,,,,,,,
99,108,0,0,0,0,0,,,,,,,,,,
100,108,0,0,0,0,0,,,,,,,,,,
101,108,0,0,0,0,0,,,,,,,,,,
102,108,0,0,0,0,0,,,,,,,,,,
103,108,0,0,0,0,0,,,,,,,,,,
104,108,0,0,0,0,0,,,,,,,,,,
105,108,0,0,0,0,0,,,,,,,,,,
106,108,0,0,0,0,0,,,,,,,,,,
107,108,0,0,0,0,0,,,,,,,,,,
108,108,0,0,0,0,0,,,,,,,,,,
109,108,0,0,0,0,0,,,,,,,,,,
110,108,0,0,0,0,0,,,,,,,,,,
111,108,0,0,0,0,0,,,,,,,,,,
112,83,0,0,0,0,0,,,,,,,,,,
113,58,0,0,0,0,0,,,,,,,,,,
114,33,0,0,0,0,0,,,,,,,,,,
115,8,0,0,0,0,0,,,,,,,,,,
116,0,0,0,0,0,0,,,,,,,,,,
117,0,0,0,0,0,0,,,,,,,,,,
118,0,0,0,0,0,0,,,,,,,,,,
119,0,0,0,0,0,0,,,,,,,,,,
120,0,0,0,0,0,0,,,,,,,,,,
121,0,0,0,0,0,0,,,,,,,,,,
122,0,0,0,0,0,0,,,,,,,,,,
123,0,0,0,0,0,0,,,,,,,,,,
124,0,0,0,0,0,0,,,,,,,,,,
125,0,0,0,0,0,0,,,,,,,,,,
126,0,0,0,0,0,0,,,,,,,,,,
127,0,0,0,0,0,0,,,,,,,,,,
128,0,0,0,0,0,0,,,,,,,,,,
129,0,0,0,0,0,0,,,,,,,,,,
130,0,0,0,0,0,0,,,,,,,,,,
131,0,0,1,0,0,0,,,,,,,,,,
132,0,0,0,0,0,0,,,,,,,,,,
133,0,0,0,0,0,0,,,,,,,,,,
134,0,0,0,0,0,0,,,,,,,,,,
135,0,0,0,0,0,0,,,,,,,,,,
136,0,0,0,0,0,0,,,,,,,,,,
137,0,0,0,0,0,0,,,,,,,,,,
138,0,0,0,0,0,0,,,,,,,,,,
139,0,0,0,0,0,0,,,,,,,,,,
140,0,0,0,0,0,0,,,,,,,,,,
141,0,0,0,0,0,0,,,,,,,,,,
142,0,0,0,0,0,0,,,,,,,,,,
143,0,0,0,0,0,0,,,,,,,,,,
144,0,0,0,0,0,0,,,,,,,,,,
145,0,0,0,0,0,0,,,,,,,,,,
146,0,0,0,0,0,0,,,,,,,,,,
147,0,0,0,0,0,0,,,,,,,,,,
148,25,0,0,0,0,0,,,,,,,,,,
149,50,0,0,0,0,0,,,,,,,,,,
150,75,0,0,0,0,0,,,,,,,,,,
151,100,0,0,0,0,0,,,,,,,,,,
152,125,0,0,0,0,0,,,,,,,,,,
153,150,0,0,0,0,0,,,,,,,,,,
154,175,0,0,0,0,0,,,,,,,,,,
155,200,0,0,0,0,0,,,,,,,,,,
156,225,0,0,0,0,0,,,,,,,,,,
157,250,0,0,0,0,0,,,,,,,,,,
158,255,0,0,0,0,0,,,,,,,,,,
159,255,0,0,0,0,0,,,,,,,,,,
160,255,0,0,0,0,0,,,,,,,,,,
161,255,0,0,0,0,0,,,,,,,,,,
162,255,0,0,0,0,0,,,,,,,,,,
163,255,0,0,0,0,0,,,,,,,,,,
164,255,0,0,0,0,0,,,,,,,,,,
165,255,0,0,0,0,0,,,,,,,,,,
166,255,0,0,0,0,0,,,,,,,,,,
167,255,0,0,0,0,0,,,,,,,,,,
168,255,0,0,0,0,0,,,,,,,,,,
169,255,0,0,0,0,0,,,,,,,,,,
170,255,0,0,0,0,0,,,,,,,,,,
171,255,0,0,0,0,0,,,,,,,,,,
172,255,0,0,0,0,0,,,,,,,,,,
173,255,0,0,0,0,0,,,,,,,,,,
174,255,0,0,0,0,0,,,,,,,,,,
175,255,0,0,0,0,0,,,,,,,,,,
176,255,0,0,0,0,0,,,,,,,,,,
177,255,0,0,0,0,0,,,,,,,,,,
178,255,0,0,0,0,0,,,,,,,,,,
179,255,0,0,0,0,0,,,,,,,,,,
180,255,0,0,0,0,0,,,,,,,,,,
181,255,0,0,0,0,0,,,,,,,,,,
182,255,0,0,0,0,0,,,,,,,,,,
183,230,0,0,0,0,0,,,,,,,,,,
184,205,0,0,0,0,0,,,,,,,,,,
185,180,0,0,0,0,0,,,,,,,,,,
186,155,0,0,0,0,0,,,,,,,,,,
187,130,0,0,0,0,0,,,,,,,,,,
188,105,0,0,0,0,0,,,,,,,,,,
189,80,0,0,0,0,0,,,,,,,,,,
190,55,0,0,0,0,0,,,,,,,,,,
191,30,0,0,0,0,0,,,,,,,,,,
192,5,0,0,0,0,0,,,,,,,,,,
193,0,0,0,0,0,0,,,,,,,,,,
194,0,0,0,0,0,0,,,,,,,,,,
195,0,0,0,0,0,0,,,,,,,,,,
196,0,0,0,0,0,0,,,,,,,,,,
197,0,0,0,0,0,0,,,,,,,,,,
198,0,0,0,0,0,0,,,,,,,,,,
199,0,0,0,0,0,0,,,,,,,,,,
200,0,0,0,0,0,0,,,,,,,,,,
201,0,0,0,0,0,0,,,,,,,,,,
202,0,0,0,0,0,0,,,,,,,,,,
203,0,0,0,0,0,0,,,,,,,,,,
204,0,0,0,0,0,0,,,,,,,,,,
205,0,0,0,0,0,0,,,,,,,,,,
206,0,1,1,0,0,1,,,,,,,,,,
207,0,1,0,0,0,0,,,,,,,,,,
208,0,1,0,0,0,0,,,,,,,,,,
209,0,1,0,0,0,0,,,,,,,,,,
210,0,1,0,0,0,0,,,,,,,,,,
211,0,1,0,0,0,0,,,,,,,,,,
212,0,1,0,0,0,0,,,,,,,,,,
213,0,1,0,0,0,0,,,,,,,,,,
214,0,1,0,0,0,0,,,,,,,,,,
215,0,1,0,0,0,0,,,,,,,,,,
216,0,1,0,0,0,0,,,,,,,,,,
217,0,1,0,0,0,0,,,,,,,,,,
218,0,1,0,0,0,0,,,,,,,,,,
219,25,1,0,0,0,0,,,,,,,,,,
220,40,1,0,0,0,0,,,,,,,,,,
221,40,1,0,0,0,0,,,,,,,,,,
222,40,1,0,0,0,0,,,,,,,,,,
223,40,1,0,0,0,0,,,,,,,,,,
224,40,1,0,0,0,0,,,,,,,,,,
225,40,1,0,0,0,0,,,,,,,,,,
226,40,1,0,0,0,0,,,,,,,,,,
227,40,1,0,0,0,0,,,,,,,,,,
228,40,1,0,0,0,0,,,,,,,,,,
229,40,1,0,0,0,0,,,,,,,,,,
230,40,1,0,0,0,0,,,,,,,,,,
231,40,1,0,0,0,0,,,,,,,,,,
232,40,1,0,0,0,0,,,,,,,,,,
233,40,1,0,0,0,0,,,,,,,,,,
234,40,1,0,0,0,0,,,,,,,,,,
235,40,1,0,0,0,0,,,,,,,,,,
236,40,1,0,0,0,0,,,,,,,,,,
237,40,1,0,0,0,0,,,,,,,,,,
238,40,1,0,0,0,0,,,,,,,,,,
239,40,1,0,0,0,0,,,,,,,,,,
240,40,1,0,0,0,0,,,,,,,,,,
241,40,1,0,0,0,0,,,,,,,,,,
242,40,1,0,0,0,0,,,,,,,,,,
243,40,1,0,0,0,0,,,,,,,,,,
244,40,1,0,0,0,0,,,,,,,,,,
245,40,1,0,0,0,0,,,,,,,,,,
246,40,1,0,0,0,0,,,,,,,,,,
247,40,1,0,0,0,0,,,,,,,,,,
248,40,1,0,0,0,0,,,,,,,,,,
249,40,1,0,0,0,0,,,,,,,,,,
250,40,1,0,0,0,0,,,,,,,,,,
251,40,1,0,0,0,0,,,,,,,,,,
252,65,1,0,0,0,0,,,,,,,,,,
253,75,1,0,0,0,0,,,,,,,,,,
254,75,1,0,0,0,0,,,,,,,,,,
255,75,1,0,0,0,0,,,,,,,,,,
256,75,1,0,0,0,0,,,,,,,,,,
257,75,1,0,0,0,0,,,,,,,,,,
258,75,1,0,0,0,0,,,,,,,,,,
259,75,1,0,0,0,0,,,,,,,,,,
260,75,1,0,0,0,0,,,,,,,,,,
261,75,1,0,0,0,0,,,,,,,,,,
262,75,1,0,0,0,0,,,,,,,,,,
263,75,1,0,0,0,0,,,,,,,,,,
264,75,1,0,0,0,0,,,,,,,,,,
265,75,1,0,0,0,0,,,,,,,,,,
266,75,1,0,0,0,0,,,,,,,,,,
267,75,1,0,0,0,0,,,,,,,,,,
268,75,1,0,0,0,0,,,,,,,,,,
269,75,1,0,0,0,0,,,,,,,,,,
270,75,1,0,0,0,0,,,,,,,,,,
271,75,1,0,0,0,0,,,,,,,,,,
272,75,1,0,0,0,0,,,,,,,,,,
273,75,1,0,0,0,0,,,,,,,,,,
274,75,1,0,0,0,0,,,,,,,,,,
275,75,1,0,0,0,0,,,,,,,,,,
276,75,1,0,0,0,0,,,,,,,,,,
277,75,1,0,0,0,0,,,,,,,,,,
278,75,1,0,0,0,0,,,,,,,,,,
279,75,1,0,0,0,0,,,,,,,,,,
280,75,1,0,0,0,0,,,,,,,,,,
281,75,1,0,0,0,0,,,,,,,,,,
282,75,1,0,0,0,0,,,,,,,,,,
283,75,1,0,0,0,0,,,,,,,,,,
284,75,1,0,0,0,0,,,,,,,,,,
285,75,1,0,0,0,0,,,,,,,,,,
286,75,1,0,0,0,0,,,,,,,,,,
287,50,1,0,0,0,0,,,,,,,,,,
288,25,1,0,0,0,0,,,,,,,,,,
289,0,1,0,0,0,0,,,,,,,,,,
290,0,1,0,0,0,0,,,,,,,,,,
291,0,1,0,0,0,0,,,,,,,,,,
292,0,1,0,0,0,0,,,,,,,,,,
293,0,1,0,0,0,0,,,,,,,,,,
294,0,1,0,0,0,0,,,,,,,,,,
295,0,1,0,0,0,0,,,,,,,,,,
296,0,1,0,0,0,0,,,,,,,,,,
297,0,1,0,0,0,0,,,,,,,,,,
298,0,1,0,0,0,0,,,,,,,,,,
299,0,1,0,0,0,0,,,,,,,,,,
300,0,1,0,0,0,0,,,,,,,,,,
301,0,1,0,0,0,0,,,,,,,,,,
302,0,1,0,0,0,0,,,,,,,,,,
303,0,1,0,0,0,0,,,,,,,,,,
304,0,1,0,0,0,0,,,,,,,,,,
305,0,1,0,0,0,0,,,,,,,,,,
306,0,1,0,0,0,0,,,,,,,,,,
307,0,1,0,0,0,0,,,,,,,,,,
308,0,1,0,0,0,0,,,,,,,,,,
309,0,1,0,0,0,0,,,,,,,,,,
310,0,1,0,0,0,0,,,,,,,,,,
311,0,1,1,1,0,0,,,,,,,,,,
End Waveform Samples,,,,,,,,,,,,,,,,
