Wavetable (C) Fujifilm Dimatix Inc. 2016,,,,,,,,,,,,,,,,
Format Revision,8,,,,,,,,,,,,,,,
Waveform Class,J_5,,,,,,,,,,,,,,,
Multibit Depth,1,,,,,,,,,,,,,,,
Section Count,1,,,,,,,,,,,,,,,
Maximum Frequency,60.9,,,,,,,,,,,,,,,
Waveform ID,FSIS_SC4_3Pulse_1bit;Editor Saved: 3/7/2016 4:08:48 PM,,,,,,,,,,,,,,,
Comment,Dimatix Waveform Editor=1.4.1;Configuration=Samba 3.0LV;DataCRC=-756715388,,,,,,,,,,,,,,,
Sample Clock Period [in ns],64,,,,,,,,,,,,,,,
Maximum Sample Voltage,32,,,,,,,,,,,,,,,
Control Points,1,0,4,25,,,,,,,,,,,,
Control Points,1,190,37,25,,,,,,,,,,,,
Control Points,1,0,41,25,,,,,,,,,,,,
Control Points,1,190,37,25,,,,,,,,,,,,
Control Points,1,0,41,25,,,,,,,,,,,,
Control Points,1,255,44,25,,,,,,,,,,,,
Control Points,1,0,33,25,,,,,,,,,,,,
AllOnRanges,2,0,1,-2,2,,,,,,,,,,,
Start Section-to-Multibit Mapping Table,,,,,,,,,,,,,,,,
Section Number,Multibit value 0,Multibit value 1,Multibit value 2,Multibit value 3,Multibit value 4,Multibit value 5,Multibit value 6,Multibit value 7,Multibit value 8,Multibit value 9,Multibit value 10,Multibit value 11,Multibit value 12,Multibit value 13,Multibit value 14,Multibit value 15
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End Section-to-Multibit Mapping Table,,,,,,,,,,,,,,,,
Start Waveform Samples,,,,,,,,,,,,,,,,
Address,Voltage,All-On-Bit,Next-Section-Bit,End-Bit,Eject,Last-Section,,,,,,,,,,
0,0,1,1,0,0,1,,,,,,,,,,
1,0,0,0,0,0,1,,,,,,,,,,
2,0,0,0,0,0,1,,,,,,,,,,
3,0,0,0,0,0,1,,,,,,,,,,
4,25,0,0,0,0,0,,,,,,,,,,
5,50,0,0,0,0,0,,,,,,,,,,
6,75,0,0,0,0,0,,,,,,,,,,
7,100,0,0,0,0,0,,,,,,,,,,
8,125,0,0,0,0,0,,,,,,,,,,
9,150,0,0,0,0,0,,,,,,,,,,
10,175,0,0,0,0,0,,,,,,,,,,
11,190,0,0,0,0,0,,,,,,,,,,
12,190,0,0,0,0,0,,,,,,,,,,
13,190,0,0,0,0,0,,,,,,,,,,
14,190,0,0,0,0,0,,,,,,,,,,
15,190,0,0,0,0,0,,,,,,,,,,
16,190,0,0,0,0,0,,,,,,,,,,
17,190,0,0,0,0,0,,,,,,,,,,
18,190,0,0,0,0,0,,,,,,,,,,
19,190,0,0,0,0,0,,,,,,,,,,
20,190,0,0,0,0,0,,,,,,,,,,
21,190,0,0,0,0,0,,,,,,,,,,
22,190,0,0,0,0,0,,,,,,,,,,
23,190,0,0,0,0,0,,,,,,,,,,
24,190,0,0,0,0,0,,,,,,,,,,
25,190,0,0,0,0,0,,,,,,,,,,
26,190,0,0,0,0,0,,,,,,,,,,
27,190,0,0,0,0,0,,,,,,,,,,
28,190,0,0,0,0,0,,,,,,,,,,
29,190,0,0,0,0,0,,,,,,,,,,
30,190,0,0,0,0,0,,,,,,,,,,
31,190,0,0,0,0,0,,,,,,,,,,
32,190,0,0,0,0,0,,,,,,,,,,
33,190,0,0,0,0,0,,,,,,,,,,
34,190,0,0,0,0,0,,,,,,,,,,
35,190,0,0,0,0,0,,,,,,,,,,
36,190,0,0,0,0,0,,,,,,,,,,
37,190,0,0,0,0,0,,,,,,,,,,
38,190,0,0,0,0,0,,,,,,,,,,
39,190,0,0,0,0,0,,,,,,,,,,
40,190,0,0,0,0,0,,,,,,,,,,
41,165,0,0,0,0,0,,,,,,,,,,
42,140,0,0,0,0,0,,,,,,,,,,
43,115,0,0,0,0,0,,,,,,,,,,
44,90,0,0,0,0,0,,,,,,,,,,
45,65,0,0,0,0,0,,,,,,,,,,
46,40,0,0,0,0,0,,,,,,,,,,
47,15,0,0,0,0,0,,,,,,,,,,
48,0,0,0,0,0,0,,,,,,,,,,
49,0,0,0,0,0,0,,,,,,,,,,
50,0,0,0,0,0,0,,,,,,,,,,
51,0,0,0,0,0,0,,,,,,,,,,
52,0,0,0,0,0,0,,,,,,,,,,
53,0,0,0,0,0,0,,,,,,,,,,
54,0,0,0,0,0,0,,,,,,,,,,
55,0,0,0,0,0,0,,,,,,,,,,
56,0,0,0,0,0,0,,,,,,,,,,
57,0,0,0,0,0,0,,,,,,,,,,
58,0,0,0,0,0,0,,,,,,,,,,
59,0,0,0,0,0,0,,,,,,,,,,
60,0,0,0,0,0,0,,,,,,,,,,
61,0,0,0,0,0,0,,,,,,,,,,
62,0,0,0,0,0,0,,,,,,,,,,
63,0,0,0,0,0,0,,,,,,,,,,
64,0,0,0,0,0,0,,,,,,,,,,
65,0,0,0,0,0,0,,,,,,,,,,
66,0,0,0,0,0,0,,,,,,,,,,
67,0,0,0,0,0,0,,,,,,,,,,
68,0,0,0,0,0,0,,,,,,,,,,
69,0,0,0,0,0,0,,,,,,,,,,
70,0,0,0,0,0,0,,,,,,,,,,
71,0,0,0,0,0,0,,,,,,,,,,
72,0,0,0,0,0,0,,,,,,,,,,
73,0,0,0,0,0,0,,,,,,,,,,
74,0,0,0,0,0,0,,,,,,,,,,
75,0,0,0,0,0,0,,,,,,,,,,
76,0,0,0,0,0,0,,,,,,,,,,
77,0,0,0,0,0,0,,,,,,,,,,
78,0,0,0,0,0,0,,,,,,,,,,
79,0,0,0,0,0,0,,,,,,,,,,
80,0,0,0,0,0,0,,,,,,,,,,
81,0,0,0,0,0,0,,,,,,,,,,
82,25,0,0,0,0,0,,,,,,,,,,
83,50,0,0,0,0,0,,,,,,,,,,
84,75,0,0,0,0,0,,,,,,,,,,
85,100,0,0,0,0,0,,,,,,,,,,
86,125,0,0,0,0,0,,,,,,,,,,
87,150,0,0,0,0,0,,,,,,,,,,
88,175,0,0,0,0,0,,,,,,,,,,
89,190,0,0,0,0,0,,,,,,,,,,
90,190,0,0,0,0,0,,,,,,,,,,
91,190,0,0,0,0,0,,,,,,,,,,
92,190,0,0,0,0,0,,,,,,,,,,
93,190,0,0,0,0,0,,,,,,,,,,
94,190,0,0,0,0,0,,,,,,,,,,
95,190,0,0,0,0,0,,,,,,,,,,
96,190,0,0,0,0,0,,,,,,,,,,
97,190,0,0,0,0,0,,,,,,,,,,
98,190,0,0,0,0,0,,,,,,,,,,
99,190,0,0,0,0,0,,,,,,,,,,
100,190,0,0,0,0,0,,,,,,,,,,
101,190,0,0,0,0,0,,,,,,,,,,
102,190,0,0,0,0,0,,,,,,,,,,
103,190,0,0,0,0,0,,,,,,,,,,
104,190,0,0,0,0,0,,,,,,,,,,
105,190,0,0,0,0,0,,,,,,,,,,
106,190,0,0,0,0,0,,,,,,,,,,
107,190,0,0,0,0,0,,,,,,,,,,
108,190,0,0,0,0,0,,,,,,,,,,
109,190,0,0,0,0,0,,,,,,,,,,
110,190,0,0,0,0,0,,,,,,,,,,
111,190,0,0,0,0,0,,,,,,,,,,
112,190,0,0,0,0,0,,,,,,,,,,
113,190,0,0,0,0,0,,,,,,,,,,
114,190,0,0,0,0,0,,,,,,,,,,
115,190,0,0,0,0,0,,,,,,,,,,
116,190,0,0,0,0,0,,,,,,,,,,
